*2025/09/10/00:00 업데이트

OUI		OUI(:)		OUI(소문자)	OUI(:소문자)			제조사
------------------------------------------------------------------------------------------------------------------------------------------
00-1A-A0   	00:1A:A0   	00-1a-a0   	00:1a:a0   			Dell Inc.
00-25-64   	00:25:64   	00-25-64   	00:25:64   			Dell Inc.
A4-BA-DB   	A4:BA:DB   	a4-ba-db   	a4:ba:db   			Dell Inc.
38-A8-51   	38:A8:51   	38-a8-51   	38:a8:51   			Quickset Defense Technologies, LLC
00-CB-00   	00:CB:00   	00-cb-00   	00:cb:00   			Private
11-00-AA   	11:00:AA   	11-00-aa   	11:00:aa   			Private
9C-93-E4   	9C:93:E4   	9c-93-e4   	9c:93:e4   			Private
78-2B-CB   	78:2B:CB   	78-2b-cb   	78:2b:cb   			Dell Inc.
14-FE-B5   	14:FE:B5   	14-fe-b5   	14:fe:b5   			Dell Inc.
18-03-73   	18:03:73   	18-03-73   	18:03:73   			Dell Inc.
74-86-7A   	74:86:7A   	74-86-7a   	74:86:7a   			Dell Inc.
20-47-47   	20:47:47   	20-47-47   	20:47:47   			Dell Inc.
00-0B-DB   	00:0B:DB   	00-0b-db   	00:0b:db   			Dell Inc.
00-12-3F   	00:12:3F   	00-12-3f   	00:12:3f   			Dell Inc.
A4-1F-72   	A4:1F:72   	a4-1f-72   	a4:1f:72   			Dell Inc.
00-1C-23   	00:1C:23   	00-1c-23   	00:1c:23   			Dell Inc.
84-7B-EB   	84:7B:EB   	84-7b-eb   	84:7b:eb   			Dell Inc.
98-90-96   	98:90:96   	98-90-96   	98:90:96   			Dell Inc.
80-18-44   	80:18:44   	80-18-44   	80:18:44   			Dell Inc.
98-40-BB   	98:40:BB   	98-40-bb   	98:40:bb   			Dell Inc.
D4-81-D7   	D4:81:D7   	d4-81-d7   	d4:81:d7   			Dell Inc.
F8-0D-A9   	F8:0D:A9   	f8-0d-a9   	f8:0d:a9   			Zyxel Communications Corporation
54-BF-64   	54:BF:64   	54-bf-64   	54:bf:64   			Dell Inc.
CC-C5-E5   	CC:C5:E5   	cc-c5-e5   	cc:c5:e5   			Dell Inc.
4C-D9-8F   	4C:D9:8F   	4c-d9-8f   	4c:d9:8f   			Dell Inc.
DC-F4-01   	DC:F4:01   	dc-f4-01   	dc:f4:01   			Dell Inc.
6C-2B-59   	6C:2B:59   	6c-2b-59   	6c:2b:59   			Dell Inc.
C8-F7-50   	C8:F7:50   	c8-f7-50   	c8:f7:50   			Dell Inc.
98-E7-43   	98:E7:43   	98-e7-43   	98:e7:43   			Dell Inc.
18-5A-58   	18:5A:58   	18-5a-58   	18:5a:58   			Dell Inc.
D0-8E-79   	D0:8E:79   	d0-8e-79   	d0:8e:79   			Dell Inc.
B4-45-06   	B4:45:06   	b4-45-06   	b4:45:06   			Dell Inc.
48-5A-0D   	48:5A:0D   	48-5a-0d   	48:5a:0d   			Juniper Networks
E0-D8-48   	E0:D8:48   	e0-d8-48   	e0:d8:48   			Dell Inc.
04-BF-1B   	04:BF:1B   	04-bf-1b   	04:bf:1b   			Dell Inc.
58-10-31   	58:10:31   	58-10-31   	58:10:31   			Hon Hai Precision IND.CO.,LTD
